日,経225先物1限月 日,中,前場・後場足,,,,
日,付,始値,高値,安値,終値,出来高,売買代金
2009年6月17日,後場,9770,9850,9760,9830,35761,351177340
2009年6月18日,前場,9770,9780,9660,9670,34726,337077920
2009年6月18日,後場,9660,9740,9650,9730,23839,231112530
2009年6月19日,前場,9760,9830,9720,9730,37025,362141030
2009年6月19日,後場,9740,9790,9700,9770,32836,319938440
2009年6月22日,前場,9790,9830,9760,9800,28217,276347380
2009年6月22日,後場,9810,9900,9800,9830,34991,344654180
2009年6月23日,前場,9640,9650,9510,9530,47794,457942100
2009年6月23日,後場,9520,9560,9510,9540,36896,351951570
2009年6月24日,前場,9600,9620,9540,9550,24280,232547990
2009年6月24日,後場,9560,9630,9560,9570,30513,292755520
2009年6月25日,前場,9640,9770,9620,9750,41678,404080760
2009年6月25日,後場,9770,9890,9750,9790,55037,540340510
2009年6月26日,前場,9850,9870,9790,9830,27258,268040430
2009年6月26日,後場,9850,9910,9830,9900,32407,320023040
2009年6月29日,前場,9890,9950,9860,9930,26859,266136150
2009年6月29日,後場,9930,9930,9750,9820,46199,453443810
2009年6月30日,前場,9920,10010,9920,9970,36654,365501700
2009年6月30日,後場,9970,9990,9930,9930,40384,402290200
2009年7月1日,前場,9870,9990,9860,9970,36026,357889180
2009年7月1日,後場,9980,10090,9910,9930,65320,653197200
2009年7月2日,前場,9970,9990,9900,9950,37714,375002890
2009年7月2日,後場,9930,9970,9870,9890,37933,375988870
2009年7月3日,前場,9730,9790,9680,9770,37338,363422610
2009年7月3日,後場,9790,9850,9720,9840,39633,388019800
2009年7月6日,前場,9730,9780,9650,9670,32203,313062140
2009年7月6日,後場,9690,9720,9650,9700,27457,265888230
2009年7月7日,前場,9710,9740,9620,9660,31914,308658770
2009年7月7日,後場,9660,9710,9620,9640,33629,324990440
2009年7月8日,前場,9530,9550,9450,9470,38547,366355650
2009年7月8日,後場,9460,9460,9410,9410,39579,373219450
2009年7月9日,前場,9350,9390,9310,9380,33914,317170410
2009年7月9日,後場,9360,9360,9270,9310,39365,366606050
2009年7月10日,前場,9350,9380,9280,9290,28359,264747180
2009年7月10日,後場,9280,9330,9250,9250,31124,289065340
2009年7月13日,前場,9240,9350,9190,9200,47654,442296430
2009年7月13日,後場,9180,9190,9030,9040,61212,557260280
2009年7月14日,前場,9240,9260,9170,9250,48502,447023910
2009年7月14日,後場,9240,9300,9210,9250,41413,383228420
2009年7月15日,前場,9330,9340,9270,9310,31255,290920080
2009年7月15日,後場,9310,9330,9250,9290,36485,338832790
2009年7月16日,前場,9500,9500,9450,9480,27817,263723080
2009年7月16日,後場,9450,9460,9310,9330,46608,437005940
2009年7月17日,前場,9410,9430,9360,9370,24210,227413500
2009年7月17日,後場,9390,9420,9380,9380,21173,198935590
2009年7月21日,前場,9570,9590,9500,9520,29065,277930350
2009年7月21日,後場,9520,9660,9510,9650,34896,334881550
2009年7月22日,前場,9630,9670,9600,9660,29337,282676250
2009年7月22日,後場,9670,9760,9660,9730,37619,365653880
2009年7月23日,前場,9710,9750,9700,9740,16601,161376010
2009年7月23日,後場,9810,9870,9760,9780,55698,546874030
2009年7月24日,前場,9940,9950,9900,9950,26617,264165170
2009年7月24日,後場,9940,9960,9860,9940,47591,471804770
2009年7月27日,前場,10040,10140,10020,10130,44448,448463990
2009年7月27日,後場,10130,10190,10070,10080,41548,420415420
2009年7月28日,前場,10120,10130,10050,10080,30750,310108320
2009年7月28日,後場,10090,10100,10040,10080,27017,272141160
2009年7月29日,前場,10030,10170,10020,10100,40644,410584490
2009年7月29日,後場,10090,10140,10070,10110,30506,308366010
2009年7月30日,前場,10170,10180,10060,10120,32789,331870960
2009年7月30日,後場,10100,10210,10070,10200,37220,377500740
2009年7月31日,前場,10310,10330,10250,10310,31096,320149960
2009年7月31日,後場,10310,10380,10290,10370,41413,428290570
2009年8月3日,前場,10360,10390,10320,10330,24449,253155320
2009年8月3日,後場,10350,10380,10320,10360,25965,268720360
2009年8月4日,前場,10480,10490,10450,10470,24123,252595350
2009年8月4日,後場,10440,10450,10360,10400,37270,387665440
2009年8月5日,前場,10410,10420,10350,10370,21262,220791210
2009年8月5日,後場,10360,10380,10240,10250,40310,415461950
2009年8月6日,前場,10270,10390,10260,10350,43050,444445490
2009年8月6日,後場,10340,10440,10330,10400,51485,535369520
2009年8月7日,前場,10370,10380,10280,10300,28199,291516560
2009年8月7日,後場,10290,10430,10250,10420,45614,471247030
2009年8月10日,前場,10550,10600,10520,10560,33044,349090460
2009年8月10日,後場,10560,10570,10480,10550,47481,499902410
2009年8月11日,前場,10530,10570,10510,10550,23442,247215710
2009年8月11日,後場,10530,10600,10520,10580,29324,309790620
2009年8月12日,前場,10490,10530,10480,10510,26656,280004380
2009年8月12日,後場,10480,10480,10430,10440,25030,261676260
2009年8月13日,前場,10520,10530,10490,10510,19229,202111930
2009年8月13日,後場,10510,10560,10500,10520,21556,227097540
2009年8月14日,前場,10520,10640,10510,10630,35763,378610310
2009年8月14日,後場,10600,10630,10560,10590,31219,330717040
2009年8月17日,前場,10510,10520,10340,10360,43443,452435540
2009年8月17日,後場,10330,10360,10240,10250,49517,509670010
2009年8月18日,前場,10200,10330,10190,10310,47540,488043500
2009年8月18日,後場,10270,10300,10170,10300,54007,553174500
2009年8月19日,前場,10270,10330,10240,10250,31374,322664930
2009年8月19日,後場,10250,10300,10180,10210,42637,436493020
2009年8月20日,前場,10240,10290,10190,10290,27599,282644860
2009年8月20日,後場,10280,10410,10260,10360,53979,558658300
2009年8月21日,前場,10360,10370,10240,10260,33686,282644860
2009年8月21日,後場,10220,10280,10130,10280,67979,558658300
2009年8月24日,前場,10470,10590,10470,10560,41138,433231430
2009年8月24日,後場,10570,10600,10520,10550,32225,340273970
2009年8月25日,前場,10510,10570,10480,10500,31013,326397030
2009年8月25日,後場,10470,10550,10460,10500,37540,394294640
2009年8月26日,前場,10550,10600,10520,10570,36577,386545790
2009年8月26日,後場,10590,10680,10580,10640,50542,537917180
2009年8月27日,前場,10570,10580,10450,10470,41300,433995070
2009年8月27日,後場,10460,10510,10390,10510,53228,556572740
2009年8月28日,前場,10560,10570,10520,10530,26917,283886580
2009年8月28日,後場,10500,10540,10470,10530,35044,368170550
2009年8月31日,前場,10630,10770,10480,10500,76345,811768340
2009年8月31日,後場,10470,10560,10420,10450,56135,588969600
2009年9月1日,前場,10460,10560,10430,10550,46307,486070970
2009年9月1日,後場,10540,10590,10490,10500,35396,372962230
2009年9月2日,前場,10280,10290,10210,10240,43639,447311390
2009年9月2日,後場,10250,10310,10220,10310,38986,400354270
2009年9月3日,前場,10250,10270,10180,10250,32646,333737230
2009年9月3日,後場,10290,10300,10190,10200,32235,330002590
2009年9月4日,前場,10250,10260,10180,10200,23650,241801230
2009年9月4日,後場,10170,10210,10140,10190,35643,362814060
2009年9月7日,前場,10310,10320,10270,10290,20579,211896670
2009年9月7日,後場,10310,10330,10280,10310,19532,201378720
2009年9月8日,前場,10360,10370,10300,10320,25081,259310960
2009年9月8日,後場,10330,10410,10320,10410,28392,294250760
2009年9月9日,前場,10350,10390,10330,10360,26353,273033870
2009年9月9日,後場,10330,10340,10240,10340,38952,400906220
2009年9月10日,前場,10380,10500,10380,10450,28552,297978570
2009年9月10日,後場,10480,10530,10450,10510,17921,188103840
2009年9月11日,前場,10430,10490,10400,10440,34240,357618210
2009年9月11日,後場,10440,10450,10360,10400,35882,373223830
2009年9月14日,前場,10340,10350,10120,10150,49364,504728120
2009年9月14日,後場,10170,10200,10140,10180,26496,269507860
2009年9月15日,前場,10230,10260,10140,10180,28983,295797370
2009年9月15日,後場,10190,10210,10150,10190,24036,244746430
2009年9月16日,前場,10230,10330,10230,10310,32445,333556230
2009年9月16日,後場,10300,10370,10200,10210,51722,531512420
2009年9月17日,前場,10350,10380,10320,10360,34485,356828590
2009年9月17日,後場,10360,10400,10300,10380,38910,402963640
2009年9月18日,前場,10330,10360,10250,10280,36512,376265650
2009年9月18日,後場,10280,10370,10260,10340,40791,421154260
2009年9月24日,前場,10360,10530,10350,10510,45012,471045160
2009年9月24日,後場,10470,10510,10410,10460,40947,428284890
2009年9月25日,前場,10340,10350,10230,10250,47482,488318500
2009年9月25日,後場,10260,10320,10250,10310,28908,297444840
2009年9月28日,前場,10080,10100,9990,10020,48819,490463850
2009年9月28日,後場,10010,10030,9970,10030,40883,409126580
2009年9月29日,前場,10120,10140,10070,10110,35032,354041920
2009年9月29日,後場,10120,10130,10060,10100,30609,308934550
2009年9月30日,前場,10120,10150,10090,10110,22016,222837220
2009年9月30日,後場,10120,10130,10070,10110,25728,259931570
2009年10月1日,前場,10050,10080,9990,9990,35788,359121420
2009年10月1日,後場,9980,10000,9960,9980,19925,198847320
2009年10月2日,前場,9790,9800,9730,9740,36108,352653230
2009年10月2日,後場,9740,9750,9710,9730,28932,281656610
2009年10月5日,前場,9740,9770,9730,9730,22805,222263910
2009年10月5日,後場,9740,9740,9670,9680,26234,254345820
2009年10月6日,前場,9750,9760,9670,9670,26946,261759500
2009年10月6日,後場,9680,9710,9630,9680,33755,326453540
2009年10月7日,前場,9770,9820,9750,9780,32214,315084950
2009年10月7日,後場,9800,9830,9780,9790,30666,300610830
2009年10月8日,前場,9790,9870,9740,9850,40276,394761190
2009年10月8日,後場,9840,9860,9810,9860,24818,243990330
2009年10月9日,前場,9870,9950,9850,9920,41732,413179070
2009年10月9日,後場,9930,10010,9920,10010,36108,360255550
2009年10月13日,前場,10050,10080,10030,10060,25869,260159920
2009年10月13日,後場,10080,10130,10070,10090,29041,293306410
2009年10月14日,前場,10120,10120,10020,10060,36786,370435750
2009年10月14日,後場,10080,10100,10040,10080,27073,272601830
2009年10月15日,前場,10210,10290,10210,10280,37237,381667970
2009年10月15日,後場,10260,10270,10200,10240,31436,321786710
2009年10月16日,前場,10310,10310,10250,10260,27075,278347310
2009年10月16日,後場,10270,10280,10220,10270,26011,266667840
2009年10月19日,前場,10180,10200,10130,10150,25329,257522960
2009年10月19日,後場,10160,10280,10150,10250,33302,340567280
2009年10月20日,前場,10350,10370,10320,10350,25600,264861800
2009年10月20日,後場,10340,10350,10310,10330,17956,185504920
2009年10月21日,前場,10290,10350,10280,10310,19187,197992580
2009年10月21日,後場,10310,10360,10310,10330,20972,216771740
2009年10月22日,前場,10240,10270,10200,10220,29862,305520530
2009年10月22日,後場,10210,10290,10160,10270,34237,350123880
2009年10月23日,前場,10350,10350,10310,10340,19523,201693030
2009年10月23日,後場,10340,10380,10280,10290,30307,312878630
2009年10月26日,前場,10280,10410,10250,10380,36605,378449970
2009年10月26日,後場,10370,10380,10320,10360,20265,209853120
2009年10月27日,前場,10280,10300,10200,10210,35142,360349440
2009年10月27日,後場,10220,10270,10210,10250,29767,304687010
2009年10月28日,前場,10190,10220,10130,10150,28440,289280330
2009年10月28日,後場,10110,10140,10070,10080,34354,346790690
2009年10月29日,前場,9880,9940,9850,9880,35508,351051120
2009年10月29日,後場,9870,9930,9850,9880,31299,309392680
2009年10月30日,前場,10040,10050,9980,10020,28226,282766200
2009年10月30日,後場,10020,10050,10000,10010,25479,255379070
2009年11月2日,前場,9730,9790,9720,9760,30021,292747430
2009年11月2日,後場,9790,9830,9780,9830,29556,289918820
2009年11月4日,前場,9780,9810,9760,9800,22139,216679250
2009年11月4日,後場,9810,9850,9790,9820,24161,237304320
2009年11月5日,前場,9780,9830,9710,9720,35140,343172640
2009年11月5日,後場,9700,9750,9680,9700,28907,280765740
2009年11月6日,前場,9830,9860,9790,9830,24502,240861470
2009年11月6日,後場,9840,9850,9760,9780,26641,260908690
2009年11月9日,前場,9760,9840,9730,9800,25097,245586330
2009年11月9日,後場,9820,9850,9790,9800,21767,213634330
2009年11月10日,前場,9920,9990,9910,9970,30977,308099290
2009年11月10日,後場,9970,9970,9850,9870,30430,301468200
2009年11月11日,前場,9930,9960,9890,9900,29510,292841210
2009年11月11日,後場,9900,9920,9850,9880,27170,268491480
2009年11月12日,前場,9930,9950,9910,9920,23115,229564540
2009年11月12日,後場,9910,9920,9780,9790,46813,460684060
2009年11月13日,前場,9790,9820,9710,9750,36062,352023490
2009年11月13日,後場,9770,9800,9750,9750,24462,239081630
2009年11月16日,前場,9800,9810,9720,9780,28935,282569280
2009年11月16日,後場,9800,9810,9760,9800,25051,245144370
2009年11月17日,前場,9840,9860,9770,9780,35340,346957410
2009年11月17日,後場,9770,9780,9710,9740,33180,323175600
2009年11月18日,前場,9740,9800,9710,9720,35851,349676430
2009年11月18日,後場,9710,9710,9630,9670,37322,360734720
2009年11月19日,前場,9680,9700,9530,9580,46557,447244250
2009年11月19日,後場,9550,9580,9490,9550,43866,418432820
2009年11月20日,前場,9450,9520,9420,9430,45070,426752300
2009年11月20日,後場,9430,9500,9430,9490,30276,286604210
2009年11月24日,前場,9510,9520,9440,9450,30770,291561550
2009年11月24日,後場,9440,9450,9390,9390,28605,269307210
2009年11月25日,前場,9380,9450,9370,9400,38460,361767340
2009年11月25日,後場,9390,9450,9380,9450,23524,221663770
2009年11月26日,前場,9340,9460,9320,9440,41547,390031640
2009年11月26日,後場,9410,9420,9370,9390,32278,303170360
2009年11月27日,前場,9170,9230,9150,9210,44118,405623050
2009年11月27日,後場,9220,9240,9060,9070,62567,571754650
2009年11月30日,前場,9190,9310,9180,9290,42172,389949110
2009年11月30日,後場,9300,9350,9270,9330,44298,412638630
2009年12月1日,前場,9220,9320,9220,9270,46845,434176570
2009年12月1日,後場,9430,9570,9430,9550,80104,760536260
2009年12月2日,前場,9520,9650,9500,9560,44767,428681750
2009年12月2日,後場,9600,9630,9550,9630,37285,357836990
2009年12月3日,前場,9740,9840,9740,9830,50056,489924240
2009年12月3日,後場,9870,9980,9860,9950,73822,732406190
2009年12月4日,前場,10010,10030,9900,10010,50422,502696240
2009年12月4日,後場,10000,10030,9940,10000,39807,397346230
2009年12月7日,前場,10170,10210,10140,10170,38048,387185150
2009年12月7日,後場,10120,10190,10100,10150,39491,400599610
2009年12月8日,前場,10070,10140,10060,10120,31009,313262540
2009年12月8日,後場,10100,10160,10090,10120,24568,248769670
2009年12月9日,前場,10040,10050,9990,10010,33828,338987530
2009年12月9日,後場,9990,10030,9980,10000,25165,251731430
2009年12月10日,前場,9950,10040,9950,10000,17013,170066950
2009年12月10日,後場,9970,9980,9820,9820,30514,301576980
2009年12月11日,前場,9970,9980,9900,9930,29871,297015520
2009年12月11日,後場,9990,10100,9970,10100,45081,452757940
2009年12月14日,前場,10110,10120,10020,10030,27395,275983830
2009年12月14日,後場,10020,10100,10000,10100,35013,352255540
2009年12月15日,前場,10040,10090,10020,10090,17862,179552630
2009年12月15日,後場,10080,10110,10060,10070,22916,231119580
2009年12月16日,前場,10220,10230,10130,10170,34991,356297880
2009年12月16日,後場,10140,10180,10110,10180,29697,301347450
2009年12月17日,前場,10210,10260,10180,10210,20938,214110500
2009年12月17日,後場,10210,10220,10150,10150,21060,214561840
2009年12月18日,前場,10110,10130,10010,10050,29406,296171710
2009年12月18日,後場,10060,10160,10050,10140,29527,298678580
2009年12月21日,前場,10200,10210,10180,10200,11203,114240710
2009年12月21日,後場,10200,10210,10180,10190,13883,141523160
2009年12月22日,前場,10240,10300,10230,10280,17728,181904440
2009年12月22日,後場,10290,10380,10280,10350,25542,264078210
2009年12月24日,前場,10470,10520,10450,10510,21124,221431680
2009年12月24日,後場,10510,10560,10500,10510,23467,247110890
2009年12月25日,前場,10510,10520,10470,10510,15064,158232150
2009年12月25日,後場,10500,10520,10490,10510,9347,98186680
2009年12月28日,前場,10540,10640,10520,10620,22552,238864090
2009年12月28日,後場,10640,10670,10620,10630,21034,223798370
2009年12月29日,前場,10600,10720,10590,10640,33903,361059790
2009年12月29日,後場,10630,10660,10610,10650,15352,163342180
2009年12月30日,前場,10710,10730,10610,10630,19980,213016490
2009年12月30日,後場,10630,10680,10530,10540,28724,304648060
2010年1月4日,前場,10600,10700,10590,10670,20762,221170290
2010年1月4日,後場,10680,10680,10630,10640,17922,190948240
2010年1月5日,前場,10780,10790,10710,10750,33455,359654150
2010年1月5日,後場,10760,10800,10660,10690,47550,509783960
2010年1月6日,前場,10720,10770,10660,10730,39485,423199100
2010年1月6日,後場,10750,10780,10710,10710,29174,313380310
2010年1月7日,前場,10730,10780,10700,10740,28222,303124530
2010年1月7日,後場,10730,10740,10640,10700,41757,446436970
2010年1月8日,前場,10780,10830,10740,10750,37237,401680190
2010年1月8日,後場,10760,10810,10670,10810,43284,464928550
2010年1月12日,前場,10760,10830,10750,10790,32946,355436350
2010年1月12日,後場,10800,10910,10790,10890,41916,455148340
2010年1月13日,前場,10780,10860,10760,10780,36165,390618650
2010年1月13日,後場,10760,10830,10710,10720,51923,558628900
2010年1月14日,前場,10800,10850,10770,10840,31629,341825460
2010年1月14日,後場,10860,10910,10850,10890,35967,391534750
2010年1月15日,前場,10910,10970,10870,10900,38769,423220910
2010年1月15日,後場,10890,10980,10880,10970,39864,435957750
2010年1月18日,前場,10850,10880,10770,10790,41074,444334160
2010年1月18日,後場,10820,10860,10800,10840,37180,402573610
2010年1月19日,前場,10870,10870,10810,10830,22167,240353280
2010年1月19日,後場,10810,10830,10740,10760,42120,453995710
2010年1月20日,前場,10860,10860,10810,10820,29556,320445490
2010年1月20日,後場,10800,10810,10700,10710,38917,418511220
2010年1月21日,前場,10700,10800,10640,10770,51213,549343770
2010年1月21日,後場,10760,10890,10750,10840,53695,581716740
2010年1月22日,前場,10630,10670,10530,10560,64596,684491220
2010年1月22日,後場,10550,10630,10510,10590,54661,577996030
2010年1月25日,前場,10410,10490,10400,10460,41286,431072460
2010年1月25日,後場,10490,10560,10480,10510,44712,470350780
2010年1月26日,前場,10500,10570,10490,10520,29674,312271200
2010年1月26日,後場,10450,10450,10320,10340,62092,644571120
2010年1月27日,前場,10350,10380,10290,10360,34891,360612550
2010年1月27日,後場,10340,10340,10250,10270,39622,407515210
2010年1月28日,前場,10320,10420,10290,10390,42544,440290950
2010年1月28日,後場,10450,10470,10390,10420,37569,392041910
2010年1月29日,前場,10260,10290,10210,10260,36056,369320260
2010年1月29日,後場,10310,10330,10150,10160,54459,557583380
2010年2月1日,前場,10220,10230,10120,10150,40826,415478770
2010年2月1日,後場,10130,10220,10120,10190,32805,333906270
2010年2月2日,前場,10320,10400,10300,10390,37753,390780800
2010年2月2日,後場,10380,10380,10300,10370,36848,381409220
2010年2月3日,前場,10410,10430,10350,10400,36293,377354920
2010年2月3日,後場,10410,10430,10380,10420,32661,339838650
2010年2月4日,前場,10430,10440,10340,10340,26301,273227540
2010年2月4日,後場,10360,10370,10280,10350,34462,355720120
2010年2月5日,前場,10070,10100,10020,10060,41150,414162570
2010年2月5日,後場,10060,10120,10050,10060,40144,404433040
2010年2月8日,前場,9960,10060,9940,10010,41409,414101940
2010年2月8日,後場,10020,10040,9930,9960,39642,395539170
2010年2月9日,前場,9890,9960,9860,9900,38340,379816930
2010年2月9日,後場,9880,9950,9870,9940,26686,264692650
2010年2月10日,前場,10020,10050,9990,10030,27701,277519480
2010年2月10日,後場,10000,10010,9950,9990,28574,285187420
2010年2月12日,前場,10080,10080,10010,10030,24309,244177000
2010年2月12日,後場,10040,10100,10030,10100,25707,258868910
2010年2月15日,前場,10090,10120,10040,10050,22886,230732710
2010年2月15日,後場,10040,10070,10000,10010,19625,196793220
2010年2月16日,前場,10040,10060,10020,10050,11549,115946050
2010年2月16日,後場,10050,10060,10010,10020,11413,114505040
2010年2月17日,前場,10160,10260,10150,10250,34813,355318520
2010年2月17日,後場,10280,10310,10250,10290,28840,296612340
2010年2月18日,前場,10320,10330,10280,10310,26583,273990550
2010年2月18日,後場,10340,10340,10280,10330,18716,193084690
2010年2月19日,前場,10330,10360,10250,10250,37938,391317160
2010年2月19日,後場,10220,10220,10120,10140,45142,459135830
2010年2月22日,前場,10320,10450,10320,10440,50273,522259060
2010年2月22日,後場,10440,10440,10350,10370,36119,374999440
2010年2月23日,前場,10340,10350,10270,10280,24377,251493790
2010年2月23日,後場,10290,10370,10280,10350,31293,323629000
2010年2月24日,前場,10200,10210,10120,10170,38480,391036520
2010年2月24日,後場,10220,10250,10150,10200,39626,403924340
2010年2月25日,前場,10240,10270,10170,10180,38478,393297310
2010年2月25日,後場,10150,10150,10080,10100,44279,447722320
2010年2月26日,前場,10130,10160,10080,10140,25808,261216910
2010年2月26日,後場,10150,10180,10100,10100,29499,298900180
2010年3月1日,前場,10150,10190,10110,10170,28194,286375490
2010年3月1日,後場,10190,10220,10150,10170,27247,277649540
2010年3月2日,前場,10190,10250,10160,10180,30836,314694090
2010年3月2日,後場,10180,10230,10140,10230,28110,286586640
2010年3月3日,前場,10200,10280,10180,10240,38608,394765950
2010年3月3日,後場,10250,10250,10210,10230,28343,290025320
2010年3月4日,前場,10250,10270,10220,10250,20443,209379270
2010年3月4日,後場,10220,10230,10130,10140,48733,495688040
2010年3月5日,前場,10260,10390,10260,10350,45488,469965070
2010年3月5日,後場,10340,10390,10320,10370,28962,300006580
2010年3月8日,前場,10560,10580,10510,10560,34549,364357860
2010年3月8日,後場,10560,10590,10540,10580,26889,284130260
2010年3月9日,前場,10560,10590,10540,10560,20460,216260350
2010年3月9日,後場,10580,10600,10560,10560,18692,197665890
2010年3月10日,前場,10580,10590,10550,10570,11920,126031120
2010年3月10日,後場,10550,10590,10550,10570,15534,164161000
2010年3月11日,前場,10610,10670,10610,10660,18380,195561980
2010年3月11日,後場,10620,10680,10580,10680,18076,192187070
2010年3月12日,前場,10690,10710,10630,10660,29668,316772140
2010年3月12日,後場,10670,10720,10660,10680,25828,275979480
2010年3月15日,前場,10740,10750,10660,10670,21120,226322090
2010年3月15日,後場,10650,10700,10650,10670,14957,159691470
2010年3月16日,前場,10660,10720,10650,10710,19456,207828650
2010年3月16日,後場,10690,10700,10650,10670,21399,228397100
2010年3月17日,前場,10730,10760,10720,10740,15241,163688270
2010年3月17日,後場,10750,10810,10690,10780,46603,501344680
2010年3月18日,前場,10780,10790,10740,10770,21702,233691920
2010年3月18日,後場,10760,10770,10670,10690,31186,334128410
2010年3月19日,前場,10740,10770,10710,10750,21870,234838040
2010年3月19日,後場,10760,10770,10730,10750,20579,221254940
2010年3月23日,前場,10720,10760,10720,10740,17398,186823410
2010年3月23日,後場,10740,10740,10700,10720,15823,169586970
2010年3月24日,前場,10780,10830,10760,10760,27347,295134860
2010年3月24日,後場,10740,10750,10700,10740,20545,220428690
2010年3月25日,前場,10790,10810,10760,10770,21253,229198050
2010年3月25日,後場,10750,10800,10740,10770,22744,244921230
2010年3月26日,前場,10830,10860,10820,10840,19303,209265730
2010年3月26日,後場,10860,10950,10860,10930,37814,412723780
2010年3月29日,前場,10910,10960,10900,10950,20181,220584020
2010年3月29日,後場,10980,11020,10950,11020,27670,304111700
2010年3月30日,前場,11030,11070,11010,11060,26658,294329920
2010年3月30日,後場,11060,11130,11030,11120,31440,348615090
2010年3月31日,前場,11130,11150,11090,11130,24136,268496960
2010年3月31日,後場,11140,11160,11080,11100,28987,322382220
2010年4月1日,前場,11160,11180,11120,11180,15137,168851010
2010年4月1日,後場,11180,11290,11170,11230,46511,522725540
2010年4月2日,前場,11300,11330,11240,11310,30622,345591650
2010年4月2日,後場,11320,11320,11270,11310,20663,233502720
2010年4月5日,前場,11370,11390,11330,11360,24049,273200590
2010年4月5日,後場,11350,11360,11310,11360,21997,249531550
2010年4月6日,前場,11360,11370,11250,11290,32388,366155760
2010年4月6日,後場,11280,11310,11220,11280,40007,451007810
2010年4月7日,前場,11300,11340,11270,11330,27638,312408780
2010年4月7日,後場,11330,11370,11290,11290,28262,320066990
2010年4月8日,前場,11190,11240,11180,11200,33695,377859600
2010年4月8日,後場,11220,11220,11160,11170,23821,266334720
2010年4月9日,前場,11210,11220,11150,11170,26038,291310240
2010年4月9日,後場,11180,11210,11170,11210,22052,246857990
2010年4月12日,前場,11300,11370,11280,11330,31184,353221830
2010年4月12日,後場,11330,11360,11250,11260,34038,384494810
2010年4月13日,前場,11210,11230,11120,11150,36164,403859210
2010年4月13日,後場,11140,11170,11090,11150,36465,405849380
2010年4月14日,前場,11240,11280,11200,11200,32444,364865500
2010年4月14日,後場,11210,11220,11160,11210,32721,366414260
2010年4月15日,前場,11310,11320,11270,11290,25081,283332550
2010年4月15日,後場,11310,11330,11260,11270,27526,310614550
2010年4月16日,前場,11230,11240,11110,11130,38842,434226460
2010年4月16日,後場,11120,11130,11080,11090,35209,390989960
2010年4月19日,前場,10940,10960,10900,10900,36785,402206060
2010年4月19日,後場,10890,10930,10880,10910,29008,316337440
2010年4月20日,前場,10960,11010,10950,10950,33291,365361490
2010年4月20日,後場,10960,10990,10890,10900,29355,321087390
2010年4月21日,前場,11030,11100,11020,11070,32792,362512660
2010年4月21日,後場,11080,11100,11060,11100,23506,260626810
2010年4月22日,前場,10980,10990,10860,10890,44286,483459090
2010年4月22日,後場,10900,10970,10880,10950,31734,347199730
2010年4月23日,前場,10920,10970,10880,10910,33019,360605850
2010年4月23日,後場,10890,10950,10860,10950,37288,406820550
2010年4月26日,前場,11050,11170,11050,11140,36613,407019690
2010年4月26日,後場,11160,11170,11140,11160,20592,229763780
2010年4月27日,前場,11120,11160,11110,11120,22974,255643330
2010年4月27日,後場,11130,11220,11120,11210,27240,304638510
2010年4月28日,前場,10900,10940,10870,10940,42591,464496430
2010年4月28日,後場,10960,10980,10910,10940,28858,315725540
2010年4月30日,前場,11080,11100,11060,11070,16901,187267760
2010年4月30日,後場,11060,11090,11030,11050,23144,255918400
2010年5月6日,前場,10710,10730,10690,10710,27466,294094660
2010年5月6日,後場,10720,10740,10670,10680,28280,302550950
2010年5月7日,前場,10220,10300,10200,10290,43664,448076910
2010年5月7日,後場,10360,10440,10300,10430,61925,642353900
2010年5月10日,前場,10410,10530,10370,10510,55639,581623660
2010年5月10日,後場,10510,10550,10480,10540,40676,427983370
2010年5月11日,前場,10630,10640,10530,10550,45086,477776000
2010年5月11日,後場,10530,10550,10390,10400,67082,701618380
2010年5月12日,前場,10460,10510,10440,10460,44921,470501900
2010年5月12日,後場,10420,10440,10340,10370,55224,573662930
2010年5月13日,前場,10570,10580,10540,10560,30322,320180280
2010年5月13日,後場,10580,10650,10560,10640,39468,418999820
2010年5月14日,前場,10440,10460,10380,10460,45138,470601190
2010年5月14日,後場,10470,10560,10440,10450,51020,535338250
2010年5月17日,前場,10300,10330,10250,10260,37136,470601190
2010年5月17日,後場,10220,10250,10150,10240,77611,535338250
2010年5月18日,前場,10310,10340,10260,10280,39665,408565470
2010年5月18日,後場,10280,10300,10200,10260,47023,481838400
2010年5月19日,前場,10080,10120,10040,10080,46407,467650560
2010年5月19日,後場,10110,10190,10090,10140,56762,575963040
2010年5月20日,前場,10100,10170,10070,10110,38049,384749350
2010年5月20日,後場,10110,10110,10000,10040,55263,555356670
2010年5月21日,前場,9730,9790,9690,9770,48584,473127610
2010年5月21日,後場,9810,9830,9720,9730,69641,680356510
2010年5月24日,前場,9750,9770,9690,9750,35247,343036680
2010年5月24日,後場,9760,9790,9730,9760,40867,398877320
2010年5月25日,前場,9620,9640,9520,9520,43648,418232950
2010年5月25日,後場,9490,9510,9420,9440,63932,605220840
2010年5月26日,前場,9580,9630,9470,9480,57060,545077900
2010年5月26日,後場,9500,9600,9470,9490,55572,530040970
2010年5月27日,前場,9400,9530,9390,9490,44552,421890320
2010年5月27日,後場,9560,9650,9540,9650,59324,569854520
2010年5月28日,前場,9800,9830,9750,9800,42430,415247000
2010年5月28日,後場,9780,9800,9690,9800,55567,542014530
2010年5月31日,前場,9740,9790,9720,9740,30812,300529170
2010年5月31日,後場,9770,9830,9740,9760,40609,397672880
2010年6月1日,前場,9730,9750,9650,9680,50110,486123110
2010年6月1日,後場,9700,9740,9680,9740,35835,347902380
