日,経225先物1限月 日,中,前場・後場足,,,,
日,付,始値,高値,安値,終値,出来高,売買代金
2016/06/06,後場,16445,16590,16300,16560,371531,16560,16555
2016/06/07,前場,16625,16670,16525,16640,176560,16640,16635
2016/06/07,後場,16640,16590,16300,16560,371531,16560,16555
2016/06/08,前場,16700,16740,16575,16625,179735,16625,16620
2016/06/08,後場,16625,16845,16575,16845,369431,16845,16840
2016/06/09,前場,16730,16785,16635,16680,75937,16685,16680
2016/06/09,後場,16680,16845,16575,16845,369431,16845,16840
2016/06/10,前場,16615,16630,16490,16550,12885,16555,16545
2016/06/10,後場,16550,16845,16575,16845,369431,16845,16840
2016/06/13,前場,16270,16290,16065,16135,20785,16135,16130
2016/06/13,後場,16135,16290,15970,15985,34812,15990,15985
2016/06/14,前場,15965,16060,15740,15800,21369,15800,15795
2016/06/14,後場,15800,16060,15730,15795,38896,15800,15795
2016/06/15,前場,15765,15975,15715,15935,21538,15940,15930
2016/06/15,後場,15935,16060,15730,15795,38896,15800,15795
2016/06/16,前場,15840,15895,15675,15710,22066,15715,15705
2016/06/16,後場,15710,16060,15730,15795,38896,15800,15795
2016/06/17,前場,15650,15760,15585,15665,20535,15670,15660
2016/06/17,後場,15665,15760,15555,15560,39310,15565,15560
2016/06/20,前場,15840,16020,15830,15910,20755,15910,15905
2016/06/20,後場,15910,,,,,,
2016/06/21,前場,15825,16040,15735,16020,22488,16020,16015
2016/06/21,後場,16020,16020,15830,15945,33729,15950,15940
2016/06/22,前場,16080,16105,15945,15985,15290,15990,15985
2016/06/22,後場,15985,,,,,,
2016/06/23,前場,,,,,,,
2016/06/23,後場,,16240,16020,16185,28092,16190,16185
2016/06/24,前場,16310,16380,15670,15710,38313,15715,15705
2016/06/24,後場,15710,16240,16020,16185,28092,16190,16185
2016/06/27,前場,15155,15210,15015,15165,23187,15170,15165
2016/06/27,後場,15165,15370,15015,15370,38573,15370,15365
2016/06/27,後場,15370,15380,15355,15355,628,15360,15355
2016/06/28,前場,15085,15335,14985,15280,19606,15285,15280
2016/06/28,後場,15280,15370,15015,15370,38573,15370,15365
2016/06/29,前場,15550,15570,15380,15530,18646,15530,15525
2016/06/29,後場,15530,15370,15015,15370,38573,15370,15365
2016/06/30,前場,15775,15780,15635,15705,16898,15710,15705
2016/06/30,後場,15705,15370,15015,15370,38573,15370,15365
2016/07/01,前場,15710,15765,15620,15690,18573,15695,15685
2016/07/01,後場,15690,15370,15015,15370,38573,15370,15365
2016/07/04,前場,15565,15775,15555,15745,12456,15745,15740
2016/07/04,後場,15745,15805,15555,15785,20486,15790,15785
2016/07/05,前場,15670,15705,15590,15620,42678,15625,15620
2016/07/05,後場,15620,15805,15555,15785,20486,15790,15785
2016/07/06,前場,15390,15430,15165,15205,33031,15210,15205
2016/07/06,後場,15205,15805,15555,15785,20486,15790,15785
2016/07/07,前場,15365,15425,15270,15340,27210,15345,15340
2016/07/07,後場,15340,15425,15240,15290,57664,15290,15285
2016/07/08,前場,15305,15390,15195,15215,14136,15215,15210
2016/07/08,後場,15215,15390,15090,15140,32644,15145,15140
2016/07/11,前場,15470,15655,15470,15635,17756,15640,15635
2016/07/11,後場,15635,15820,15470,15725,38732,15725,15720
2016/07/12,前場,16020,16240,16015,16120,24095,16125,16120
2016/07/12,後場,16120,16240,16015,16175,39318,16175,16170
2016/07/13,前場,16460,16470,16225,16270,27424,16270,16265
2016/07/13,後場,16270,16470,16195,16240,49056,16240,16235
2016/07/14,前場,16250,16375,16225,16350,18016,16350,16345
2016/07/14,後場,16350,16410,16225,16410,33354,16415,16410
2016/07/15,前場,16465,16580,16405,16570,26141,16575,16570
2016/07/15,後場,16570,16610,16405,16580,50464,16580,16570
2016/07/19,前場,16650,16685,16505,16590,9477,16590,16585
2016/07/19,後場,16590,16735,16505,16720,24431,16725,16720
2016/07/20,前場,16630,16645,16545,16600,11827,16605,16600
2016/07/20,後場,16600,16705,16545,16705,21000,16705,16700
2016/07/21,前場,16835,16940,16830,16855,13703,16855,16850
2016/07/21,後場,16855,16940,16735,16820,30258,16825,16820
2016/07/22,前場,16605,16685,16570,16650,13219,16655,16650
2016/07/22,後場,16650,16685,16550,16640,23461,16640,16635
2016/07/25,前場,16650,16770,16620,16680,16380,16680,16670
2016/07/25,後場,--,--,--,-- ,--,16620,16620
2016/07/26,前場,16550,16560,16320,16370,25351,16380,16370
2016/07/26,後場,,,,,,,
2016/07/27,前場,16580,16640,16480,16590,19158,16600,16590
2016/07/27,後場,--,--,--,-- ,--,16720,16720
2016/07/28,前場,16560,16610,16430,16520,21396,16520,16510
2016/07/28,後場,--,--,--,-- ,--,16420,16420
2016/07/29,前場,16530,16530,16340,16390,20038,16400,16390
2016/07/29,後場,--,--,--,-- ,--,16510,16510
2016/08/01,前場,16310,16660,16300,16640,29236,16650,16640
2016/08/01,後場,--,--,--,-- ,--,16600,16580
2016/08/02,前場,16410,16520,16410,16500,16327,16500,16490
2016/08/02,後場,--,--,--,-- ,--,16390,16390
2016/08/03,前場,16130,16260,16090,16230,23706,16230,16220
2016/08/03,後場,--,--,--,-- ,--,16040,16020
2016/08/04,前場,16110,16180,15880,15970,24013,15970,15960
2016/08/04,後場,--,--,--,-- ,--,16200,16200
2016/08/05,後場,--,--,--,-- ,--,16220,16200
2016/08/05,後場,--,--,--,-- ,--,16250,16250
2016/08/08,前場,16520,16600,16470,16570,16171,16570,16560
2016/08/08,後場,16520,16630,16470,16610,31646,16610,16600
2016/08/09,前場,16620,16680,16610,16630,12947,16640,16630
2016/08/09,後場,16620,16760,16610,16730,32399,16730,16720
2016/08/10,前場,16660,16720,16630,16700,15917,16710,16700
2016/08/10,後場,16660,16810,16630,16770,45122,16770,16750
2016/08/12,前場,16800,16890,16780,16840,21849,16850,16840
2016/08/12,後場,16800,16930,16780,16920,39784,16920,16910
2016/08/15,前場,16820,16930,16820,16920,12303,16920,16910
2016/08/15,後場,16820,16930,16820,16870,28672,16870,16860
2016/08/16,前場,16850,16880,16780,16810,12934,16810,16800
2016/08/16,後場,16850,16880,16560,16600,44008,16600,16590
2016/08/17,前場,16600,16710,16580,16670,15381,16680,16670
2016/08/17,後場,16600,16750,16580,16750,32353,16750,16740
2016/08/18,前場,16550,16710,16540,16700,19253,16710,16700
2016/08/18,後場,16550,16730,16460,16500,51939,16500,16490
2016/08/19,前場,16570,16600,16430,16450,15849,16460,16450
2016/08/19,後場,,,,,,,
2016/08/22,前場,16550,16610,16520,16550,13785,16560,16550
2016/08/22,後場,16550,16610,16520,16570,26964,16570,16560
2016/08/23,前場,16540,16570,16480,16570,13942,16570,16560
2016/08/23,後場,16540,16650,16430,16510,40439,16510,16500
2016/08/24,前場,16570,16630,16520,16550,13261,16560,16550
2016/08/24,後場,16570,16630,16520,16540,26601,16550,16540
2016/08/25,前場,16580,16590,16510,16580,11723,16580,16570
2016/08/25,後場,16580,16650,16510,16520,32445,16520,16510
2016/08/26,前場,16460,16500,16360,16430,19293,16430,16420
2016/08/26,後場,16460,16500,16320,16400,60040,16400,16390
2016/08/29,前場,16660,16740,16660,16740,22359,16740,16730
2016/08/29,後場,16660,16780,16660,16730,41832,16730,16720
2016/08/30,前場,16700,16760,16680,16740,8787,16740,16730
2016/08/30,後場,16700,16760,16680,16740,18637,16740,16730
2016/08/31,前場,16860,16890,16840,16850,13864,16860,16850
2016/08/31,後場,16860,16920,16840,16890,31881,16890,16880
2016/09/01,前場,16870,16940,16860,16910,15793,16920,16910
2016/09/01,後場,16870,16950,16860,16940,32990,16940,16930
2016/09/02,前場,16900,16950,16870,16930,18748,16940,16930
2016/09/02,後場,16900,16950,16850,16940,39812,16940,16930
2016/09/05,前場,17140,17160,17070,17110,26775,17110,17100
2016/09/05,後場,17140,17160,17000,17030,68819,17040,17030
2016/09/06,後場,--,--,--,-- ,--,17090,17070
2016/09/06,後場,17050,17103,17030,17080,50533,17090,17080
2016/09/07,前場,16900,16980,16880,16970,39347,16970,16960
2016/09/07,後場,16900,17020,16880,16990,77921,17000,16990
2016/09/08,前場,17000,17010,16940,16950,14988,16950,16940
2016/09/08,後場,17000,17010,16830,16940,34190,16950,16940
2016/09/09,前場,16860,16890,16760,16800,16777,16800,16790
2016/09/09,後場,16860,16890,16760,16860,34281,16870,16850
2016/09/12,前場,16650,16670,16510,16570,25225,16580,16570
2016/09/12,後場,16650,16670,16460,16540,51505,16550,16540
2016/09/13,前場,16700,16700,16530,16550,16056,16560,16550
2016/09/13,後場,16700,16700,16520,16600,36711,16600,16590
2016/09/14,前場,16480,16590,16470,16570,16516,16570,16560
2016/09/14,後場,16480,16600,16450,16480,41029,16480,16470
2016/09/15,前場,16370,16390,16220,16260,22967,16270,16260
2016/09/15,後場,16370,16390,16220,16260,49250,16270,16260
2016/09/16,前場,16360,16360,16280,16330,13128,16340,16330
2016/09/16,後場,16360,16400,16280,16350,30592,16350,16340
2016/09/20,前場,16270,16460,16260,16410,20415,16420,16410
2016/09/20,後場,16270,16460,16260,16320,36761,16330,16320
2016/09/21,前場,16340,16350,16260,16280,13838,16290,16280
2016/09/21,後場,16340,16730,16220,16730,70620,16730,16720
2016/09/23,前場,16690,16700,16590,16670,21001,16670,16660
2016/09/23,後場,16690,16700,16570,16570,36221,16580,16570
2016/09/26,前場,16580,16580,16460,16490,13771,16490,16480
2016/09/26,後場,16580,16580,16370,16400,32979,16410,16390
2016/09/27,前場,16280,16400,16150,16370,33829,16380,16370
2016/09/27,後場,16280,16550,16150,16540,66182,16550,16540
2016/09/28,前場,16380,16500,16360,16420,21575,16430,16420
2016/09/28,後場,16380,16500,16360,16460,41047,16460,16450
2016/09/29,前場,16600,16720,16580,16680,23699,16690,16680
2016/09/29,後場,16600,16750,16580,16720,44774,16720,16710
2016/09/30,前場,16450,16490,16380,16410,25320,16420,16410
2016/09/30,後場,16450,16490,16360,16390,55352,16400,16390
2016/10/03,後場,16550,16610,16540,16570,2816,16580,16570
2016/10/04,前場,16630,16730,16620,16720,18067,16720,16710
2016/10/04,後場,16630,16740,16620,16720,34089,16720,16710
2016/10/05,前場,16790,16830,16710,16820,19739,16830,16820
2016/10/05,後場,16790,16850,16710,16820,35909,16820,16810
2016/10/06,前場,16920,16970,16880,16900,16751,16900,16890
2016/10/06,後場,16920,16970,16870,16900,34164,16900,16890
2016/10/07,前場,16890,16920,16840,16860,12733,16870,16860
2016/10/07,後場,16890,16920,16810,16890,26852,16890,16880
2016/10/11,前場,16940,17080,16920,17070,26999,17070,17060
2016/10/11,後場,16940,17080,16920,17010,49090,17020,17010
2016/10/12,前場,16850,16950,16840,16930,15692,16930,16920
2016/10/12,後場,16850,16950,16820,16890,36789,16890,16880
2016/10/13,前場,16920,16980,16740,16750,26495,16760,16750
2016/10/13,後場,16920,16980,16680,16790,52711,16800,16790
2016/10/14,前場,16760,16830,16720,16780,23467,16780,16770
2016/10/14,後場,16760,16860,16720,16850,40340,16850,16840
2016/10/17,前場,16850,16950,16810,16870,18032,16870,16860
2016/10/17,後場,16850,16950,16810,16880,32332,16890,16880
2016/10/18,前場,16870,16940,16840,16910,14928,16910,16900
2016/10/18,後場,16870,16960,16840,16940,28746,16940,16930
2016/10/19,前場,16930,17000,16920,16980,11984,16980,16970
2016/10/19,後場,16930,17020,16920,16990,24144,16990,16980
2016/10/20,前場,16980,17200,16970,17170,29733,17170,17160
2016/10/20,後場,16980,17230,16970,17180,58411,17190,17180
2016/10/21,前場,17280,17300,17230,17290,16485,17300,17290
2016/10/21,後場,17280,17300,17150,17220,43064,17220,17210
2016/10/24,前場,17240,17260,17160,17210,15315,17210,17200
2016/10/24,後場,17240,17260,17160,17250,28101,17250,17240
2016/10/25,前場,17340,17380,17300,17350,16298,17350,17340
2016/10/25,後場,17340,17390,17300,17380,29201,17380,17370
2016/10/26,前場,17350,17370,17290,17360,13537,17370,17360
2016/10/26,後場,17350,17390,17290,17360,26617,17370,17360
2016/10/27,前場,17340,17420,17330,17340,15210,17350,17340
2016/10/27,後場,17340,17420,17270,17350,33517,17350,17340
2016/10/28,前場,17450,17470,17410,17430,13065,17440,17430
2016/10/28,後場,17450,17470,17410,17460,28075,17460,17450
2016/10/31,前場,17360,17430,17320,17370,16069,17370,17360
2016/10/31,後場,17360,17450,17320,17440,34932,17450,17440
2016/11/01,前場,17400,17420,17340,17400,16816,17410,17400
2016/11/01,後場,17400,17490,17340,17440,37691,17440,17430
2016/11/02,前場,17240,17290,17170,17170,21529,17180,17170
2016/11/02,後場,17240,17290,17080,17100,52777,17110,17100
2016/11/02,後場,17240,17290,17080,17100,52777,17110,17100
2016/11/04,前場,16960,17000,16800,16880,30379,16880,16870
2016/11/04,後場,16960,17000,16800,16890,52212,16890,16880
2016/11/07,後場,--,--,--,-- ,--,17230,17230
2016/11/07,後場,17170,17230,17060,17230,50264,17230,17220
2016/11/08,前場,17270,17280,17130,17160,16189,17160,17150
2016/11/08,後場,17270,17280,17110,17200,33798,17210,17200
2016/11/09,前場,17360,17450,16560,16600,114035,16600,16590
2016/11/09,後場,17360,17450,16090,16250,268420,16260,16240
2016/11/10,前場,17250,17350,17110,17200,52454,17200,17190
2016/11/10,後場,17250,17400,17110,17300,107308,17300,17290
2016/11/11,前場,17520,17620,17370,17390,51565,17400,17390
2016/11/11,後場,17520,17620,17320,17400,89424,17400,17390
2016/11/14,前場,17480,17690,17460,17660,34759,17660,17650
2016/11/14,後場,17480,17710,17460,17660,60553,17670,17650
2016/11/15,前場,17710,17730,17610,17670,28617,17670,17660
2016/11/15,後場,17710,17730,17610,17650,51755,17650,17640
2016/11/16,前場,17840,17890,17810,17880,26076,17880,17870
2016/11/16,後場,17840,17910,17810,17880,53527,17880,17870
2016/11/17,前場,17790,17890,17770,17830,24239,17840,17830
2016/11/17,後場,17790,17890,17770,17880,42193,17880,17870
2016/11/18,前場,18100,18110,17980,18020,26639,18020,18010
2016/11/18,後場,18100,18110,17950,17970,47484,17980,17970
2016/11/21,前場,18080,18080,18000,18070,17544,18070,18060
2016/11/21,後場,18080,18140,18000,18100,37304,18100,18090
2016/11/22,前場,18090,18140,18050,18130,19077,18130,18120
2016/11/22,後場,18090,18190,18050,18190,38596,18190,18180
2016/11/24,前場,18370.74,1462.19,933.91,18338.85,,18310.31,1458.13
2016/11/24,後場,18370.74,1462.19,933.91,18338.85,,18310.31,1458.13
2016/11/25,前場,18482.94,1472.63,923.91,18473.94,,18385.93,1463.92
2016/11/25,後場,18482.94,1472.63,923.91,18381.22,,18288.5,1456.34
2016/11/28,前場,18310,18390,18260,18360,14308,18370,18360
2016/11/28,後場,18310,18390,18260,18360,14308,18370,18360
2016/11/29,前場,18270,18330,18230,18310,18837,18320,18310
2016/11/29,後場,18270,18330,18230,18290,39733,18300,18290
2016/11/30,前場,18370,18380,18290,18340,17976,18340,18330
2016/11/30,後場,18370,18380,18280,18380,49571,18390,18370
2016/12/01,前場,18590,18760,18560,18740,37112,18740,18730
2016/12/01,後場,18590,18760,18400,18400,90155,18400,18390
2016/12/02,前場,18440,18480,18370,18439,32239,18440,18430
2016/12/02,後場,18440,18480,18310,18330,76407,18340,18330
2016/12/05,前場,18300,18380,18290,18310,51800,18320,18310
2016/12/05,後場,18300,18380,18220,18260,91898,18260,18250
2016/12/06,前場,18470,18500,18330,18359,59954,18360,18350
2016/12/06,後場,18470,18500,18310,18400,133085,18400,18390
2016/12/07,前場,18430,18510,18410,18440,51809,18440,18430
2016/12/07,後場,--,--,--,-- ,--,18540,18540
2016/12/08,前場,18670,18730,18620,18659,30257,18660,18650
2016/12/08,後場,18670,18790,18610,18790,48925,18790,18780
2016/12/09,前場,18800,18940,18760,18930,36765,18940,18930
2016/12/09,後場,18800,19000,18760,18990,62519,18990,18980
2016/12/12,前場,19170,19240,19060,19110,30433,19110,19100
2016/12/12,後場,19170,19240,19010,19190,64831,19190,19180
2016/12/13,前場,19040,19150,19020,19100,28982,19110,19100
2016/12/13,後場,19040,19230,19020,19200,56149,19210,19200
2016/12/14,前場,19250,19260,19140,19210,17912,19220,19210
2016/12/14,後場,19250,19260,19140,19180,37470,19190,19180
2016/12/15,前場,19310,19410,19120,19130,39640,19140,19130
2016/12/15,後場,19310,19410,19120,19290,67721,19300,19290
2016/12/16,前場,19420,19420,19310,19380,24380,19380,19370
2016/12/16,後場,19420,19420,19310,19380,41416,19380,19370
2016/12/19,前場,19290,19350,19260,19340,18185,19340,19330
2016/12/19,後場,19290,19370,19260,19370,37774,19370,19360
2016/12/20,前場,19350,19380,19320,19360,14076,19370,19360
2016/12/20,後場,19350,19500,19320,19500,39185,19500,19490
2016/12/21,前場,19520,19560,19460,19470,17146,19480,19470
2016/12/21,後場,19520,19560,19330,19430,47583,19430,19420
2016/12/22,前場,19390,19400,19280,19360,20624,19370,19360
2016/12/22,後場,19390,19400,19280,19360,40046,19370,19360
2016/12/26,後場,19310,19320,19290,19320,690,19320,19310
2016/12/26,後場,19310,19320,19290,19320,691,19320,19310
2016/12/27,前場,19340,19440,19320,19430,11841,19430,19420
2016/12/27,後場,--,--,--,-- ,--,19360,19360
2016/12/28,前場,19410,19420,19350,19410,12374,19410,19400
2016/12/28,後場,--,--,--,-- ,--,19440,19440
2016/12/29,前場,19310,19320,19150,19190,19813,19200,19190
2016/12/29,後場,--,--,--,-- ,--,18980,18980
2016/12/29,後場,18990,19040,18980,19040,2474,19040,19030
2016/12/30,前場,19000,19060,18970,19050,14072,19060,19050
2016/12/30,後場,19000,19180,18970,19090,35698,19090,19080
2017/01/04,前場,19270,19530,19260,19500,34411,19510,19500
2017/01/04,後場,19270,19640,19260,19630,63782,19630,19620
2017/01/05,前場,19630,19640,19520,19520,26236,19530,19520
2017/01/05,後場,19630,19640,19450,19500,51190,19500,19490
2017/01/06,前場,19370,19460,19310,19410,21374,19420,19410
2017/01/06,後場,19370,19460,19310,19400,40178,19400,19390
2017/01/10,前場,19400,19470,19350,19360,23871,19360,19350
2017/01/10,後場,19400,19470,19230,19310,57608,19320,19310
2017/01/11,前場,19340,19390,19310,19380,19692,19390,19380
2017/01/11,後場,19340,19390,19310,19350,35767,19350,19340
2017/01/12,前場,19270,19270,19080,19150,31571,19160,19150
2017/01/12,後場,19270,19270,19050,19110,64278,19120,19110
2017/01/13,前場,19190,19240,19140,19220,21165,19230,19220
2017/01/13,後場,19190,19300,19140,19250,38257,19260,19250
2017/01/16,前場,19190,19240,19050,19060,20023,19060,19050
